term,year,level,country_code,country_name,school_type,characteristic_desc,characteristic,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_PA_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10_exact,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Unclassified,54345,9342540,558328,397466,160862,6,4.3,1.7,10600,19.5,1510568,307696,186734,120962,20.4,12.4,8,289257,36400,5225,1293,458,5184,.,13564,41775,393156,15063,8475,116587,19651,159776,552932
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_1_and_below,4825,1174418,57458,44697,12761,4.9,3.8,1.1,620,12.8,141357,21560,14894,6666,15.3,10.5,4.7,34660,2778,970,0,55,959,.,140,2702,42264,2815,819,7048,1545,12227,54491
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_2,4030,983245,44318,33773,10545,4.5,3.4,1.1,460,11.4,104307,15829,10400,5429,15.2,10,5.2,25900,2234,807,1,179,991,.,170,2439,32721,2235,641,6365,1160,10401,43122
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_3,3825,944629,38990,28993,9997,4.1,3.1,1.1,340,8.8,77322,12696,7996,4700,16.4,10.3,6.1,21416,2460,638,0,95,749,.,342,2370,28070,2130,697,5609,1404,9840,37910
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_4,3365,836903,35222,26676,8546,4.2,3.2,1,340,10.1,79517,12331,8217,4114,15.5,10.3,5.2,20251,1945,466,0,12,778,.,293,2395,26140,2266,723,4266,1207,8462,34602
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_5,17745,4532691,162493,140153,22340,3.6,3.1,0.5,1250,7,303440,46432,36177,10255,15.3,11.9,3.4,112917,10988,1049,5,608,4467,.,1135,8549,139718,8247,1396,10891,1714,22248,161966
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_6,20125,5181070,204845,176512,28333,4,3.4,0.5,1725,8.6,422349,65813,51396,14417,15.6,12.2,3.4,140527,13872,1452,12,210,6019,.,1733,12134,175959,10838,1649,13618,2089,28194,204153
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_7,531420,135450919,5286665,4432383,854282,3.9,3.3,0.6,46535,8.8,11282903,1850003,1352357,497646,16.4,12,4.4,3551880,339275,79543,117,6829,73567,.,75684,292238,4419133,179272,25468,555287,92635,852662,5271795
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_8,538235,136454499,6389811,5145115,1244696,4.7,3.8,0.9,63070,11.7,15255373,2615193,1817260,797933,17.1,11.9,5.2,3991049,462824,78311,752,5703,92047,.,128290,372176,5131152,234494,43039,842863,122270,1242666,6373818
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_9,548905,139027233,7189075,5588275,1600800,5.2,4,1.2,74685,13.6,18023323,3286287,2171731,1114556,18.2,12,6.2,4230166,562280,76049,153,6265,91984,.,169824,437604,5574325,233344,69609,1138542,157408,1598903,7173228
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_10,559815,142672839,7956973,5921134,2035839,5.6,4.2,1.4,84770,15.1,20702762,4033590,2528544,1505046,19.5,12.2,7.3,4412384,625886,73517,1157,5763,74001,.,209980,505144,5907832,228546,111678,1497479,194027,2031730,7939562
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_11,549890,141957545,8391558,5934619,2456939,5.9,4.2,1.7,87625,15.9,22057491,4567854,2680867,1886987,20.7,12.2,8.6,4301131,643824,67816,85837,3981,51031,.,179788,587192,5920600,186782,164316,1857644,243299,2452041,8372641
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_12_and_above,620,135455,9327,5579,3748,6.9,4.1,2.8,130,21.2,27382,5327,2938,2389,19.5,10.7,8.7,3066,425,63,817,0,86,.,19,1066,5542,127,114,1074,2415,3730,9272
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,NC year,NC_Year_Not_followed_or_missing,13495,372000,84821,42728,42093,22.8,11.5,11.3,6725,49.8,175658,80074,39070,41004,45.6,22.2,23.3,15077,1908,61,25,228,325,.,4474,20550,42648,2130,434,33985,5500,42049,84697
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,FSM,FSM_eligible,452255,113110851,9079598,5810830,3268768,8,5.1,2.9,117580,26,28484440,5857023,3219420,2637603,20.6,11.3,9.3,4168285,532786,108791,4861,7007,47841,.,309859,619797,5799227,180995,154176,2634459,293380,3263010,9062237
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,FSM,FSM_Not_eligible,2330650,596265950,26689129,21668777,5020352,4.5,3.6,0.8,243995,10.5,59998738,10677171,7464387,3212784,17.8,12.4,5.4,16678330,2136263,271892,83990,22693,348938,.,457543,1606278,21605927,910101,266014,3306393,527880,5010388,26616315
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,FSM,FSM_unclassified,13395,346645,82829,41030,41799,23.9,11.8,12.1,6705,50,170006,78795,38040,40755,46.3,22.4,24,13809,1650,59,25,228,225,.,4470,20484,40950,2130,393,33819,5413,41755,82705
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,SEN provision,SEN_provision_No_identified_SEN,2240725,572561091,25880055,20608005,5272050,4.5,3.6,0.9,242240,10.8,59506145,10454589,7037486,3417103,17.6,11.8,5.7,16019047,1990958,304339,77161,17114,320267,.,351304,1469398,20549588,862897,262607,3575661,561935,5263100,25812688
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,SEN provision,SEN_provision_With_statement,55180,13918775,975777,734501,241276,7,5.3,1.7,11550,20.9,2802672,602851,410237,192614,21.5,14.6,6.9,479970,94238,5838,1454,927,9575,.,47201,92811,732014,20779,12784,184092,23332,240987,973001
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,SEN provision,SEN_provision_SEN_without_statement,486995,122896935,8912895,6137101,2775794,7.3,5,2.3,107785,22.1,26174361,5476754,3236084,2240670,20.9,12.4,8.6,4347598,583853,70506,10236,11659,66937,.,368897,663866,6123552,207420,144799,2181099,235993,2769311,8892863
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,SEN provision,SEN_provision_Unclassified,13395,346645,82829,41030,41799,23.9,11.8,12.1,6705,50,170006,78795,38040,40755,46.3,22.4,24,13809,1650,59,25,228,225,.,4470,20484,40950,2130,393,33819,5413,41755,82705
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,First language,First_language_Known_or_believed_to_be_English,2386045,607536965,31371757,24280270,7091487,5.2,4,1.2,324815,13.6,78652774,14900491,9717310,5183181,18.9,12.4,6.6,18638742,2345012,100900,77955,29286,333404,.,683827,2008274,24217400,834525,374272,5193398,677084,7079279,31296679
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,First language,First_language_Known_or_believed_to_be_other_than_English,402255,100245444,4376708,3167191,1209517,4.4,3.2,1.2,42295,10.5,9751210,1662390,975510,686880,17,10,7,2168395,318918,277159,10643,432,62613,.,85522,231969,3155651,255308,45082,760667,144974,1206031,4361682
Autumn and spring term,201314,National,E92000001,England,State-funded secondary,First language,First_language_Unclassified,8005,1941037,103091,73176,29915,5.3,3.8,1.5,1170,14.6,249200,50108,29027,21081,20.1,11.6,8.5,53287,6769,2683,278,210,987,.,2523,6316,73053,3393,1229,20606,4615,29843,102896
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Total,Total,6330390,1509825224,79741964,65335619,14406345,5.3,4.3,1,912265,14.4,207817778,35100212,25292256,9807956,16.9,12.2,4.7,50356903,4633267,508700,105136,160781,3992799,76767,880448,4426269,65141070,2546495,930892,9249607,1639550,14366544,79507614
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Gender,Gender_male,3220880,768187718,40195459,32972216,7223243,5.2,4.3,0.9,456905,14.2,104018930,17535360,12663909,4871451,16.9,12.2,4.7,25228635,2275196,266551,55781,84463,1999091,39301,660686,2246778,32856482,1273420,475092,4618697,834218,7201427,40057909
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Gender,Gender_female,3109515,741637506,39546505,32363403,7183102,5.3,4.4,1,455360,14.6,103798848,17564852,12628347,4936505,16.9,12.2,4.8,25128268,2358071,242149,49355,76318,1993708,37466,219762,2179491,32284588,1273075,455800,4630910,805332,7165117,39449705
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_White_Total,4899145,1174375357,63522558,52576072,10946486,5.4,4.5,0.9,724805,14.8,166515704,28420989,20703969,7717020,17.1,12.4,4.6,40918622,3734352,63831,79275,157611,3244869,25262,690492,3527766,52442080,1698410,710800,7309000,1202277,10920487,63362567
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_White_British,4577475,1099938645,58588810,48877061,9711749,5.3,4.4,0.9,657190,14.4,151877342,25783365,18954100,6829265,17,12.5,4.5,38150034,3497184,36683,75265,48071,3025788,19378,649460,3254371,48756234,1492019,660161,6488800,1048679,9689659,58445893
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Irish,19870,4749634,281853,226374,55479,5.9,4.8,1.2,3355,16.9,753605,137080,94840,42240,18.2,12.6,5.6,168856,16624,233,460,3873,10619,82,3363,20424,224534,5511,3510,37477,8724,55222,279756
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,5035,1016766,210475,132884,77591,20.7,13.1,7.6,3380,67.1,665373,192106,119334,72772,28.9,17.9,10.9,54276,3751,252,17,52873,1975,12,3023,16655,132834,2650,3356,62714,8865,77585,210419
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Gypsy_Roma,17935,3823853,568656,331513,237143,14.9,8.7,6.2,9945,55.5,2073711,478593,266877,211716,23.1,12.9,10.2,211289,16863,360,12,50513,5752,36,7987,37368,330180,12825,7849,191533,23632,235839,566019
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Any_other_white_background,278830,64846459,3872764,3008240,864524,6,4.6,1.3,50935,18.3,11145673,1829845,1268818,561027,16.4,11.4,5,2334167,199930,26303,3521,2281,200735,5754,26659,198948,2998298,185405,35924,528476,112377,862182,3860480
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_Mixed_Total,293950,69606316,3882269,3040756,841513,5.6,4.4,1.2,47830,16.3,10779302,1825621,1245182,580439,16.9,11.6,5.4,2326157,208894,25520,4404,613,165441,5556,56832,238008,3031425,116111,76085,545682,100814,838692,3870117
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_White_and_Black_Caribbean,88835,20997661,1305843,975717,330126,6.2,4.6,1.6,17305,19.5,3909625,685969,446232,239737,17.5,11.4,6.1,755141,66429,1039,923,20,35089,545,28032,85591,972809,27825,32393,227934,40461,328613,1301422
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_White_and_Black_African,35625,8387390,427838,334316,93522,5.1,4,1.1,5110,14.3,1141751,189458,128608,60850,16.6,11.3,5.3,254851,23852,3074,426,29,17839,590,6270,26246,333177,14784,8428,58044,12005,93261,426438
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_White_and_Asian,65475,15632816,815484,669283,146201,5.2,4.3,0.9,9365,14.3,2129478,351226,251648,99578,16.5,11.8,4.7,508895,45486,10071,1259,199,46214,2260,6823,46041,667248,27008,10799,91999,15916,145722,812970
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Any_other_Mixed_background,104010,24588449,1333104,1061440,271664,5.4,4.3,1.1,16045,15.4,3598448,598968,418694,180274,16.6,11.6,5,807270,73127,11336,1796,365,66299,2161,15707,80130,1058191,46494,24465,167705,32432,271096,1329287
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_Asian_Total,614445,145832008,7263142,5813838,1449304,5,4,1,82065,13.4,18661029,2875313,2022333,852980,15.4,10.8,4.6,4301052,374082,308698,10717,398,374736,36216,43590,327928,5777417,505948,57162,719896,159316,1442322,7219739
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Indian,161045,38513662,1675239,1409941,265298,4.3,3.7,0.7,16960,10.5,3895123,578085,434083,144002,14.8,11.1,3.7,1011923,91063,53812,5534,179,140263,9489,5353,88193,1405809,118802,9800,106967,29271,264840,1670649
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Pakistani,250800,59281781,3226420,2506380,720040,5.4,4.2,1.2,38740,15.4,8814332,1373975,933813,440162,15.6,10.6,5,1876012,162682,156703,2429,90,132775,16378,24941,130005,2502015,245439,27400,371400,75352,719591,3221606
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Bangladeshi,101385,24278988,1305117,1035060,270057,5.4,4.3,1.1,15075,14.9,3488966,536175,377302,158873,15.4,10.8,4.6,794073,61471,62659,754,26,32856,4864,8015,45369,1010087,74747,11685,146543,31433,264408,1274495
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Any_other_Asian_background,101215,23757577,1056366,862457,193909,4.4,3.6,0.8,11295,11.2,2462608,387078,277135,109943,15.7,11.3,4.5,619044,58866,35524,2000,103,68842,5485,5281,64361,859506,66960,8277,94986,23260,193483,1052989
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_Black_Total,335360,78677155,2964268,2277529,686739,3.8,2.9,0.9,29850,8.9,6381196,1051381,695985,355396,16.5,10.9,5.6,1640991,192154,63927,2910,126,93501,4531,67954,203834,2269928,106383,61164,400404,116576,684527,2954455
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Black_Caribbean,84840,20088332,969954,719012,250942,4.8,3.6,1.2,11360,13.4,2551391,429758,276863,152895,16.8,10.9,6,528725,57795,1692,1067,34,25684,992,28926,72316,717231,28647,28659,153163,39894,250363,967594
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Black_African,209770,49094311,1583642,1247799,335843,3.2,2.5,0.7,13785,6.6,2816138,451314,305380,145934,16,10.8,5.2,884478,109856,58009,1546,62,53177,3092,30487,102488,1243195,63531,23178,186994,60876,334579,1577774
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minor_Any_other_black_background,40750,9494512,410672,310718,99954,4.3,3.3,1.1,4705,11.6,1013667,170309,113742,56567,16.8,11.2,5.6,227788,24503,4226,297,30,14640,447,8541,29030,309502,14205,9327,60247,15806,99585,409087
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_Chinese,23030,5471498,167639,144451,23188,3.1,2.6,0.4,1400,6.1,314026,46396,36052,10344,14.8,11.5,3.3,94948,12901,389,829,9,21907,1062,362,11595,144002,10892,1644,7730,2852,23118,167120
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_Any_Other_Ethnic_Group,96765,22384807,1122239,842090,280149,5,3.8,1.3,13305,13.7,2807350,456862,295737,161125,16.3,10.5,5.7,594218,65022,41283,698,416,59882,3387,10041,64527,839474,87672,12064,145170,34573,279479,1118953
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Minority_Ethnic_Group,1685220,396408496,20333305,15817675,4515630,5.1,4,1.1,242065,14.4,53581265,8893197,6045158,2848039,16.6,11.3,5.3,11725954,1090221,466965,23568,111102,934548,56636,219811,1119287,15748092,1033397,258758,2639082,567729,4498966,20247058
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,Ethnicity,Ethnicity_Major_Unclassified,67695,13478083,819849,640883,178966,6.1,4.8,1.3,13010,19.2,2359171,423650,292998,130652,18,12.4,5.5,480915,45862,5052,6303,1608,32463,753,11177,52611,636744,21079,11973,121725,23142,177919,814663
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_1_and_below,632220,150461873,8235153,7059323,1175830,5.5,4.7,0.8,97815,15.5,22385524,3469809,2731480,738329,15.5,12.2,3.3,5611233,406598,56563,70,21236,572757,13268,10925,351483,7044133,299339,108078,631261,133878,1172556,8216689
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_2,610485,145588013,7172979,6101273,1071706,4.9,4.2,0.7,78010,12.8,17810975,2709246,2083716,625530,15.2,11.7,3.5,4746159,356510,55922,87,20030,553789,12624,14394,328118,6087633,287851,99561,564366,117155,1068933,7156566
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_3,595425,142092593,6613406,5616833,996573,4.7,4,0.7,68775,11.6,15666238,2374856,1816806,558050,15.2,11.6,3.6,4324330,331142,54915,160,19173,525267,11901,19243,322131,5608262,263564,89669,527780,113909,994922,6603184
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_4,581790,139093797,6376302,5419466,956836,4.6,3.9,0.7,65955,11.3,15116122,2287002,1758446,528556,15.1,11.6,3.5,4169072,318851,51916,141,20195,499140,8930,23323,319229,5410797,251721,81938,511966,109350,954975,6365772
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_5,563045,134944355,6152381,5245984,906397,4.6,3.9,0.7,63515,11.3,14586871,2221276,1721991,499285,15.2,11.8,3.4,4036164,310139,50405,129,18966,462890,8080,26164,324737,5237674,236913,71511,490633,105636,904693,6142367
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_6,538000,130071591,5962359,5107630,854729,4.6,3.9,0.7,60920,11.3,14226651,2176811,1710631,466180,15.3,12,3.3,3918763,313345,47068,442,19171,415938,7616,29466,348317,5100126,225208,63093,466740,98162,853203,5953329
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_7,535055,128774608,6023340,5202909,820431,4.7,4,0.6,63145,11.8,14678723,2361950,1833535,528415,16.1,12.5,3.6,4199498,334428,39785,373,6850,196378,2805,69991,329046,5179154,147285,24157,542008,104236,817686,5996840
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_8,546880,131054560,7207658,5964179,1243479,5.5,4.6,0.9,84250,15.4,19540674,3292831,2421813,871018,16.9,12.4,4.5,4638900,461314,40012,1477,9740,243969,3966,123421,414670,5937469,201528,42177,850938,144905,1239548,7177017
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_9,560880,134336878,8032793,6424748,1608045,6,4.8,1.2,98015,17.5,22716558,4032051,2835290,1196761,17.7,12.5,5.3,4910394,559137,39231,747,8785,228188,3291,169500,479246,6398519,216857,69241,1133998,181898,1601994,8000513
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_10,564175,135700605,8578912,6498812,2080100,6.3,4.8,1.5,104595,18.5,24401442,4667644,3043049,1624595,19.1,12.5,6.7,4898606,604991,38459,3237,7358,169574,2668,208069,537077,6470039,215685,112159,1522485,222116,2072445,8542484
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_11,563415,136588948,9178669,6590006,2588663,6.7,4.8,1.9,110245,19.6,26240194,5314554,3242496,2072058,20.3,12.4,7.9,4865747,633026,34133,97562,6637,121274,1486,180395,622723,6562983,194155,167553,1927316,293125,2582149,9145132
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_12_and_above,715,150967,9336,5514,3822,6.2,3.7,2.5,140,19.8,28054,4936,2684,2252,17.6,9.6,8,3090,394,78,663,9,202,0,75,963,5474,224,209,1093,2287,3813,9287
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,NC year,NC_Year_Not_followed_or_missing,38315,966436,198676,98942,99734,20.6,10.2,10.3,16890,44.1,419752,187246,90319,96927,44.6,21.5,23.1,34947,3392,213,48,2631,3433,132,5482,48529,98807,6165,1546,79023,12893,99627,198434
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,FSM,FSM_eligible,1149995,269809070,20362640,14519654,5842986,7.5,5.4,2.2,293570,25.5,67083134,12280944,7800802,4480142,18.3,11.6,6.7,11168486,1038670,135375,6395,46014,451957,10534,366229,1241137,14464797,476647,420916,4288748,636442,5822753,20287550
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,FSM,FSM_Not_eligible,5142080,1239049718,59180648,50717023,8463625,4.8,4.1,0.7,601805,11.7,140314892,22632022,17401135,5230887,16.1,12.4,3.7,39153470,3591205,373112,98693,112136,3537409,66101,508737,3136603,50577466,2063683,508430,4881836,990215,8444164,59021630
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,FSM,FSM_unclassified,38315,966436,198676,98942,99734,20.6,10.2,10.3,16890,44.1,419752,187246,90319,96927,44.6,21.5,23.1,34947,3392,213,48,2631,3433,132,5482,48529,98807,6165,1546,79023,12893,99627,198434
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,SEN provision,SEN_provision_No_identified_SEN,5031505,1208691064,58395522,49145217,9250305,4.8,4.1,0.8,614305,12.2,142380158,22777909,16991129,5786780,16,11.9,4.1,38428946,3283343,405407,91829,86470,3310261,62898,340115,2986040,48995309,2007146,579102,5533232,1103952,9223432,58218741
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,SEN provision,SEN_provision_With_statement,110210,26118532,1955651,1599742,355909,7.5,6.1,1.4,26475,24,6088680,1187573,905336,282237,19.5,14.9,4.6,1075002,199640,8005,1599,3107,63228,912,63622,178583,1593698,41347,26229,248876,37906,354358,1948056
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,SEN provision,SEN_provision_SEN_without_statement,1150365,274049192,19192115,14491718,4700397,7,5.3,1.7,254595,22.1,58929188,10947484,7305472,3642012,18.6,12.4,6.2,10818008,1146892,95075,11660,68573,615877,12825,471229,1213117,14453256,491837,324015,3388476,484799,4689127,19142383
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,SEN provision,SEN_provision_Unclassified,38315,966436,198676,98942,99734,20.6,10.2,10.3,16890,44.1,419752,187246,90319,96927,44.6,21.5,23.1,34947,3392,213,48,2631,3433,132,5482,48529,98807,6165,1546,79023,12893,99627,198434
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,First language,First_language_Known_or_believed_to_be_English,5285675,1266602351,67509672,55862318,11647354,5.3,4.4,0.9,765575,14.5,175910568,29989762,21837299,8152463,17,12.4,4.6,43317593,3992526,117200,94685,157030,3389653,31830,787916,3825693,55714126,1757189,822831,7736405,1302834,11619259,67333385
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,First language,First_language_Known_or_believed_to_be_other_than_English,1030355,240003954,12047467,9333518,2713949,5,3.9,1.1,144230,14,31409208,5018068,3394002,1624066,16,10.8,5.2,6935256,631188,389363,10254,3473,596221,44601,89596,588629,9288581,783452,106062,1482985,330441,2702940,11991521
Autumn and spring term,201213,National,E92000001,England,State-funded primary and secondary,First language,First_language_Unclassified,14360,3218919,184825,139783,45042,5.7,4.3,1.4,2465,17.2,498002,92382,60955,31427,18.6,12.2,6.3,104054,9553,2137,197,278,6925,336,2936,11947,138363,5854,1999,30217,6275,44345,182708
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Total,Total,3499380,831691005,40082227,34131233,5950994,4.8,4.1,0.7,439470,12.6,98683658,15133982,11701975,3432007,15.3,11.9,3.5,26458516,2009260,314070,982,119938,2999999,61926,121838,1987687,34074216,1551821,510976,3200097,676492,5939386,40013602
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Gender,Gender_male,1786380,424473378,20555718,17502654,3053064,4.8,4.1,0.7,225535,12.6,50597900,7831700,6063330,1768370,15.5,12,3.5,13494677,1066479,161718,538,61755,1506821,32047,110141,1039147,17473323,784328,262287,1653493,346859,3046967,20520290
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Gender,Gender_female,1713000,407217627,19526509,16628579,2897930,4.8,4.1,0.7,213935,12.5,48085758,7302282,5638645,1663637,15.2,11.7,3.5,12963839,942781,152352,444,58183,1493178,29879,11697,948540,16600893,767493,248689,1546604,329633,2892419,19493312
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_White_Total,2654545,635109626,30617754,26551554,4066200,4.8,4.2,0.6,328225,12.4,74463757,11411219,9054977,2356242,15.3,12.2,3.2,20751819,1570645,39610,704,117759,2434098,19066,95704,1496655,26526060,960509,380707,2254628,465650,4061494,30587554
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_White_British,2458130,590011904,27689045,24259152,3429893,4.7,4.1,0.6,287250,11.7,65751742,9897409,7974588,1922821,15.1,12.1,2.9,19021533,1450598,22632,549,29453,2262312,14090,89933,1345357,24236457,828592,351277,1857573,388362,3425804,27662261
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Irish,10405,2473893,133228,111228,22000,5.4,4.5,0.9,1565,15.1,341067,57730,42650,15080,16.9,12.5,4.4,83896,6401,102,7,3337,7679,47,423,9282,111174,3585,1878,13125,3406,21994,133168
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,3835,760752,154899,102508,52391,20.4,13.5,6.9,2575,67.1,500541,140962,92375,48587,28.2,18.5,9.7,41646,2638,207,0,44152,1777,12,807,11269,102508,1835,2735,42695,5124,52389,154897
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Gypsy_Roma,11870,2507630,349751,221487,128264,13.9,8.8,5.1,6370,53.7,1311265,289127,177050,112077,22,13.5,8.5,146084,9789,127,1,38807,4451,16,1336,20876,221487,8283,5681,101680,12620,128264,349751
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_other_white_background,170305,39355447,2290831,1857179,433652,5.8,4.7,1.1,30460,17.9,6559142,1025991,768314,257677,15.6,11.7,3.9,1458660,101219,16542,147,2010,157879,4901,3205,109871,1854434,118214,19136,239555,56138,433043,2287477
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_Mixed_Total,178255,42014208,2183598,1765967,417631,5.2,4.2,1,26495,14.9,5889268,920717,665240,255477,15.6,11.3,4.3,1368444,103716,16611,61,331,132084,4745,9573,127283,1762848,77841,47730,241075,50029,416675,2179523
